The report is generated by the program automatically!
At the end of each record line, the classification result is given.
If the record is classified successfully, it will be remarked as Correct.Otherwise, it will be remarked as Error.
Besides, any record with the '?' symbol is not classified.So it will be remarked as Unclassified.
Classification conclusion:
The test dataset size is 16281.Among all the records, there are 12338 records are classified successfully, 2722 records are misclassfied, 1221 records are unclassfied.
The classification accuracy is 81.93 %.
Classification details:
1 : 25, Private, 226802, 11th, 7, Never-married, Machine-op-inspct, Own-child, Black, Male, 0, 0, 40, United-States, <=50K. Correct
3819 : 37, Private, 92028, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K. Correct
3820 : 48, Private, 138342, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1485, 55, United-States, >50K. Correct
3821 : 42, Private, 197810, Some-college, 10, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K. Correct
3822 : 28, Private, 102142, Some-college, 10, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
3823 : 31, Private, 104223, Bachelors, 13, Never-married, Sales, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K. Correct
3824 : 34, Private, 132835, HS-grad, 9, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K. Correct
3825 : 31, Self-emp-not-inc, 109195, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 70, United-States, <=50K. Error
3826 : 33, Private, 203463, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
3827 : 47, Local-gov, 33114, 11th, 7, Divorced, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male, 0, 0, 50, United-States, <=50K. Correct
3828 : 27, Private, 187450, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K. Error
3829 : 36, Private, 104213, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K. Correct
3830 : 31, Private, 257849, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
3831 : 56, Private, 50490, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
3832 : 18, Private, 85508, 12th, 8, Never-married, Sales, Own-child, White, Female, 0, 0, 12, United-States, <=50K. Correct
3833 : 54, Self-emp-not-inc, 60449, Bachelors, 13, Widowed, Sales, Unmarried, White, Male, 0, 0, 60, United-States, <=50K. Correct
3834 : 27, Local-gov, 131310, Some-college, 10, Married-civ-spouse, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K. Correct
3835 : 65, Self-emp-not-inc, 158177, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 10605, 0, 44, United-States, >50K. Correct
3836 : 65, Private, 115922, 11th, 7, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 24, United-States, <=50K. Correct
3837 : 21, Private, 403471, Some-college, 10, Never-married, Other-service, Own-child, Black, Female, 0, 0, 48, United-States, <=50K. Correct
3838 : 22, Private, 176131, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 40, United-States, <=50K. Correct
3839 : 32, Private, 149531, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
3840 : 42, Private, 262243, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States, >50K. Error
3841 : 32, Private, 64658, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
3842 : 21, Private, 127914, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, <=50K. Correct
3843 : 49, Self-emp-inc, 182211, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K. Correct
3844 : 30, Private, 48520, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 43, United-States, <=50K. Correct
3845 : 20, Private, 403118, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 11, United-States, <=50K. Correct
3846 : 55, Private, 119344, HS-grad, 9, Married-civ-spouse, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K. Correct
3847 : 46, Self-emp-not-inc, 334456, 9th, 5, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
3848 : 31, Private, 263110, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K. Correct
3849 : 31, Self-emp-not-inc, 279015, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 40, United-States, >50K. Correct
3850 : 58, Private, 195878, 5th-6th, 3, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, Mexico, <=50K. Correct
3851 : 34, Private, 217652, 12th, 8, Divorced, Machine-op-inspct, Own-child, White, Female, 0, 0, 40, United-States, <=50K. Correct
3852 : 65, Federal-gov, 44807, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 48, United-States, >50K. Correct
3853 : 48, Private, 129777, HS-grad, 9, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K. Correct
3854 : 28, ?, 195568, Some-college, 10, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 15, ?, >50K. Unclassified
3855 : 44, Private, 227466, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, >50K. Correct
3856 : 26, Private, 228457, 11th, 7, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
3857 : 45, Self-emp-not-inc, 247053, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
3858 : 19, Private, 188669, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 30, United-States, <=50K. Correct
3859 : 45, Private, 40666, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, Italy, <=50K. Error
3860 : 57, ?, 190514, 9th, 5, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K. Unclassified
3861 : 36, Local-gov, 404661, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 0, 40, United-States, >50K. Correct
3862 : 45, Self-emp-not-inc, 39986, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 1740, 56, United-States, <=50K. Error
3863 : 43, Private, 175133, Some-college, 10, Divorced, Tech-support, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K. Correct
3864 : 62, Private, 101375, 10th, 6, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
3865 : 31, Private, 256680, Assoc-acdm, 12, Never-married, Exec-managerial, Other-relative, White, Female, 0, 0, 40, United-States, <=50K. Correct
3866 : 46, State-gov, 136878, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
3867 : 51, Private, 106151, 5th-6th, 3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 44, ?, >50K. Unclassified
3868 : 38, ?, 242221, HS-grad, 9, Never-married, ?, Unmarried, Black, Female, 0, 0, 38, United-States, <=50K. Unclassified
3869 : 38, Private, 101387, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 43, United-States, <=50K. Correct
3870 : 51, Private, 196828, Some-college, 10, Divorced, Sales, Not-in-family, White, Female, 0, 0, 38, United-States, >50K. Error
3871 : 20, ?, 195075, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 30, United-States, <=50K. Unclassified
3872 : 22, Private, 333910, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 22, United-States, <=50K. Correct
3873 : 46, Self-emp-not-inc, 103540, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
3874 : 67, Self-emp-not-inc, 36876, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
3875 : 55, Private, 158651, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, >50K. Error
3876 : 24, Private, 196943, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
3877 : 41, Private, 184583, Some-college, 10, Divorced, Other-service, Unmarried, White, Male, 0, 0, 59, United-States, <=50K. Correct
3878 : 33, Private, 244817, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
3879 : 35, Private, 386726, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, <=50K. Error
3880 : 56, Self-emp-inc, 373593, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 60, Italy, >50K. Correct
3881 : 27, Private, 206199, HS-grad, 9, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K. Correct
3882 : 32, Private, 93283, Assoc-voc, 11, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
3883 : 29, ?, 103628, Bachelors, 13, Married-spouse-absent, ?, Not-in-family, White, Female, 0, 0, 4, India, <=50K. Unclassified
3884 : 21, Local-gov, 391936, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 25, United-States, <=50K. Correct
3885 : 31, Local-gov, 168740, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 40, United-States, >50K. Error
3886 : 42, Private, 150568, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 45, United-States, <=50K. Correct
3887 : 19, Private, 201178, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K. Correct
3888 : 63, Private, 75813, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 60, United-States, >50K. Correct
3889 : 34, Local-gov, 398988, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 18, United-States, <=50K. Correct
3890 : 38, Private, 158363, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
3891 : 19, Private, 81961, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K. Correct
3892 : 34, Private, 170017, HS-grad, 9, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
3893 : 21, Private, 348092, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 40, Haiti, <=50K. Correct
3894 : 27, Private, 54861, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 32, United-States, <=50K. Correct
3895 : 63, Self-emp-not-inc, 74991, HS-grad, 9, Widowed, Farming-fishing, Unmarried, White, Male, 0, 0, 60, United-States, <=50K. Correct
3896 : 25, Private, 106552, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 20, United-States, <=50K. Correct
3897 : 51, Private, 27539, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, <=50K. Error
3898 : 50, Private, 268913, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, Iran, <=50K. Error
3899 : 63, Private, 199888, HS-grad, 9, Divorced, Adm-clerical, Other-relative, White, Female, 0, 0, 40, United-States, <=50K. Correct
3900 : 53, Private, 288216, Some-college, 10, Married-spouse-absent, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
3901 : 18, Self-emp-inc, 378036, 12th, 8, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 10, United-States, <=50K. Correct
3902 : 41, Private, 127314, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 5178, 0, 40, United-States, >50K. Correct
3903 : 32, Private, 115963, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 50, United-States, <=50K. Correct
3904 : 19, Private, 332928, 11th, 7, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K. Correct
3905 : 41, Self-emp-not-inc, 178510, Bachelors, 13, Divorced, Sales, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K. Correct
3906 : 29, Private, 53147, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, Black, Male, 0, 0, 37, United-States, <=50K. Correct
3907 : 66, Private, 115880, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 3818, 0, 40, United-States, <=50K. Error
3908 : 57, Private, 375502, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K. Correct
3909 : 49, Self-emp-not-inc, 155659, 5th-6th, 3, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, >50K. Error
3910 : 36, Private, 122240, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
3911 : 33, Private, 112305, Assoc-voc, 11, Never-married, Other-service, Unmarried, White, Female, 0, 0, 10, United-States, <=50K. Correct
3912 : 46, Federal-gov, 35136, 11th, 7, Never-married, Other-service, Other-relative, Black, Male, 0, 0, 40, United-States, <=50K. Correct
3913 : 27, Private, 215423, Bachelors, 13, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 16, United-States, <=50K. Correct
3914 : 24, Private, 116358, HS-grad, 9, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male, 0, 2339, 40, Philippines, <=50K. Correct
3915 : 17, Private, 171461, 10th, 6, Never-married, Sales, Own-child, White, Female, 0, 0, 14, United-States, <=50K. Correct
3916 : 32, Private, 131584, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
3917 : 40, Self-emp-inc, 29520, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 65, United-States, <=50K. Correct
3918 : 35, Local-gov, 246463, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K. Error
3919 : 22, Private, 32616, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 30, United-States, <=50K. Correct
3920 : 41, Private, 144144, HS-grad, 9, Never-married, Handlers-cleaners, Unmarried, Black, Female, 0, 0, 30, United-States, <=50K. Correct
3921 : 75, ?, 222789, HS-grad, 9, Widowed, ?, Not-in-family, White, Female, 0, 0, 9, United-States, <=50K. Unclassified
3922 : 22, Private, 227594, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
3923 : 45, Local-gov, 375606, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
3924 : 46, Private, 180532, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K. Correct
3925 : 50, State-gov, 54342, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
3926 : 31, Private, 208798, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
3927 : 47, Local-gov, 377401, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
3928 : 36, Self-emp-not-inc, 110861, HS-grad, 9, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 20, United-States, <=50K. Correct
3929 : 42, Private, 144594, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K. Error
3930 : 23, Private, 129345, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K. Correct
3931 : 28, Private, 424340, Some-college, 10, Never-married, Adm-clerical, Own-child, Black, Male, 0, 0, 40, United-States, <=50K. Correct
3932 : 44, Private, 187702, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
3933 : 47, State-gov, 293917, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K. Error
3934 : 61, Private, 160143, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 45, United-States, >50K. Correct
3935 : 50, Private, 345450, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, <=50K. Correct
3936 : 54, State-gov, 180881, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K. Correct
3937 : 18, Private, 102690, 11th, 7, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K. Correct
3938 : 46, Private, 265371, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
3939 : 44, Private, 167333, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
3940 : 50, Self-emp-inc, 447144, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
3941 : 32, Private, 280077, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K. Correct
3942 : 48, Private, 143920, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 25, United-States, <=50K. Correct
3943 : 40, Private, 190507, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, >50K. Correct
3944 : 34, Self-emp-not-inc, 59469, 11th, 7, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 72, United-States, <=50K. Correct
3945 : 31, Private, 74501, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K. Correct
3946 : 43, Self-emp-inc, 215458, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 99999, 0, 45, United-States, >50K. Correct
3947 : 33, Private, 281685, Assoc-voc, 11, Separated, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
3948 : 62, Private, 78273, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K. Correct
3949 : 44, Private, 105475, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Other, Male, 0, 0, 40, Puerto-Rico, <=50K. Correct
3950 : 55, Private, 174260, HS-grad, 9, Widowed, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
3951 : 42, Self-emp-inc, 149102, Assoc-voc, 11, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
3952 : 42, Private, 188331, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 15024, 0, 40, United-States, >50K. Correct
3953 : 23, Private, 864960, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
3954 : 63, Private, 154526, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
3955 : 23, Private, 60783, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
3956 : 32, Private, 186269, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 2907, 0, 35, United-States, <=50K. Correct
3957 : 30, Private, 398019, 1st-4th, 2, Separated, Priv-house-serv, Other-relative, White, Female, 0, 0, 30, Mexico, <=50K. Correct
3958 : 50, Federal-gov, 237503, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
3959 : 19, Private, 93762, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
3960 : 40, Private, 59916, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
3961 : 45, Private, 203264, HS-grad, 9, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
3962 : 51, Self-emp-not-inc, 299119, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K. Correct
3963 : 29, Federal-gov, 114072, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 46, United-States, >50K. Correct
3964 : 18, ?, 167875, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 16, United-States, <=50K. Unclassified
3965 : 64, Private, 130525, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K. Error
3966 : 58, Private, 71283, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 38, United-States, >50K. Error
3967 : 43, Local-gov, 85440, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K. Correct
3968 : 27, Private, 136077, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K. Correct
3969 : 40, Private, 222434, Bachelors, 13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, Canada, >50K. Correct
3970 : 25, Private, 138111, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K. Correct
3971 : 27, Private, 225746, Bachelors, 13, Never-married, Adm-clerical, Own-child, Black, Male, 0, 0, 35, United-States, <=50K. Correct
3972 : 54, Private, 240358, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 40, Jamaica, <=50K. Error
3973 : 25, Private, 139863, 1st-4th, 2, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, Mexico, <=50K. Correct
3974 : 39, Private, 278632, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
3975 : 51, Self-emp-not-inc, 71046, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, >50K. Correct
3976 : 29, Private, 312985, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 2129, 50, United-States, <=50K. Error
3977 : 49, Federal-gov, 276309, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K. Correct
3978 : 29, ?, 199116, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 2407, 0, 40, Dominican-Republic, <=50K. Unclassified
3979 : 39, Private, 52870, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 30, United-States, <=50K. Correct
3980 : 51, State-gov, 79324, Doctorate, 16, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K. Error
3981 : 50, Private, 188882, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K. Correct
3982 : 39, Federal-gov, 72338, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States, >50K. Correct
3983 : 23, ?, 234108, Bachelors, 13, Never-married, ?, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K. Unclassified
3984 : 24, Private, 113936, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 55, United-States, <=50K. Correct
3985 : 43, Private, 182521, Prof-school, 15, Divorced, Prof-specialty, Unmarried, White, Female, 15020, 0, 35, United-States, >50K. Correct
3986 : 60, Private, 124198, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 4386, 0, 84, United-States, >50K. Correct
3987 : 20, Private, 228960, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K. Correct
3988 : 60, Self-emp-not-inc, 176360, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K. Correct
3989 : 35, Private, 178649, Bachelors, 13, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female, 0, 0, 36, Philippines, <=50K. Correct
3990 : 41, Private, 338740, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K. Correct
3991 : 31, Private, 205659, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K. Correct
3992 : 59, Private, 258883, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K. Error
3993 : 45, Private, 196638, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K. Correct
3994 : 43, Self-emp-not-inc, 95246, Prof-school, 15, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 5, United-States, >50K. Correct
3995 : 20, ?, 216672, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 30, United-States, <=50K. Unclassified
3996 : 25, Private, 61956, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Male, 4650, 0, 45, United-States, <=50K. Correct
3997 : 33, Private, 157216, Masters, 14, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K. Correct
3998 : 68, ?, 150250, Masters, 14, Married-civ-spouse, ?, Husband, White, Male, 0, 1510, 30, United-States, <=50K. Unclassified
3999 : 37, Private, 112838, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K. Correct
4000 : 31, State-gov, 158688, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K. Correct
4001 : 31, State-gov, 227864, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, <=50K. Correct
4002 : 31, Private, 173858, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male, 0, 1902, 40, China, <=50K. Correct
4003 : 51, Private, 30012, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 80, United-States, <=50K. Correct
4004 : 20, ?, 50163, Some-college, 10, Never-married, ?, Not-in-family, White, Male, 0, 0, 25, United-States, <=50K. Unclassified
4005 : 50, State-gov, 143822, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 40, United-States, >50K. Correct
4006 : 19, ?, 497414, 7th-8th, 4, Married-spouse-absent, ?, Not-in-family, White, Female, 0, 0, 35, Mexico, <=50K. Unclassified
4007 : 30, Private, 235109, Assoc-voc, 11, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K. Correct
4008 : 32, Private, 339196, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K. Correct
4009 : 61, Private, 181028, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 18, United-States, <=50K. Error
4010 : 43, Private, 59460, Bachelors, 13, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K. Correct
4011 : 21, Private, 97212, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 2001, 25, United-States, <=50K. Correct
4012 : 32, Private, 103642, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K. Correct
